image_name,run_length,value,huffman_code,code_length
0000.jpg,21,1,11111101000001,14
0000.jpg,0,-38,101010001111111,15
0000.jpg,0,-36,101010001101110,15
0000.jpg,0,-33,111010111011000,15
0000.jpg,1,-16,000110111001110,15
0000.jpg,1,-15,000110111000111,15
0000.jpg,1,-13,000110111011001,15
0000.jpg,1,-11,000110111010000,15
0000.jpg,1,-10,000110111010100,15
0000.jpg,1,10,101010001110011,15
0000.jpg,1,11,111010110011010,15
0000.jpg,1,13,000110111001010,15
0000.jpg,1,14,000110111000000,15
0000.jpg,1,16,101010001111000,15
0000.jpg,1,23,000110111010001,15
0000.jpg,2,-25,000110111000001,15
0000.jpg,2,-23,000110111001111,15
0000.jpg,2,-21,000110111000100,15
0000.jpg,2,-20,000110111001101,15
0000.jpg,2,-18,101010001110111,15
0000.jpg,2,-14,111010110010110,15
0000.jpg,2,16,101010001110100,15
0000.jpg,2,17,111010110010101,15
0000.jpg,2,20,000110111000110,15
0000.jpg,2,21,111001111000011,15
0000.jpg,2,22,101010001110110,15
0000.jpg,2,26,000110111000101,15
0000.jpg,3,-31,000110111001000,15
0000.jpg,3,-26,000110111010111,15
0000.jpg,3,-24,101010001111100,15
0000.jpg,3,-23,101010001111101,15
0000.jpg,3,-21,000110111010110,15
0000.jpg,3,-17,111010110010111,15
0000.jpg,3,14,111010110010011,15
0000.jpg,3,18,101010001111001,15
0000.jpg,3,19,101010001110000,15
0000.jpg,3,21,000110111001100,15
0000.jpg,3,22,101010001111110,15
0000.jpg,3,23,111010110011000,15
0000.jpg,4,-17,101010010000001,15
0000.jpg,4,17,101010001101111,15
0000.jpg,4,18,101010001110001,15
0000.jpg,4,19,111010110011011,15
0000.jpg,4,21,111010110010100,15
0000.jpg,4,23,101010001111011,15
0000.jpg,4,24,000110111001011,15
0000.jpg,5,-25,000110111011011,15
0000.jpg,5,-18,101010010000000,15
0000.jpg,5,16,111010110010010,15
0000.jpg,5,20,101010001110010,15
0000.jpg,5,22,000110111001001,15
